,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
0,0,0,0,3180602.69,1,0.999812,13380276.64,,,0.999812,60651.5,1.000026,8493.03,1.0,-3.029704,0,0_0_0
1,1,0,0,166603.91,-1,0.999896,1642214.25,,,0.999896,3233.04,1.00066,20605.09,1.0,-5.519986,0,0_0_1
2,2,0,0,302879.87,-1,0.999561,1819368.03,,,0.999403,37956.0,1.000298,18995.0,1.0,-8.38995,0,0_0_2
3,3,0,0,11917682.27,-1,1.000171,18389745.62,,,0.999999,2324.9,1.000214,479032.4,1.0,-4.0102005,0,0_0_3
4,4,0,0,447549.96,-1,0.999532,17860614.95,,,0.999394,16485.54,1.000016,434.1,1.0,-7.3498487,0,0_0_4
5,5,0,0,0.0,0,1.000635,13552875.92,,,0.999779,1962.72,1.000635,5647.65,1.0,6.7794323,0,0_0_5
6,6,0,0,969969.4,1,1.000115,3647503.98,,,0.999506,6663.16,1.000283,3810.48,1.0,-2.4998188,0,0_0_6
7,7,0,0,9412959.1,1,0.999818,21261245.87,,,0.999741,5139.2,1.00013,2570.6,1.0,-1.9598007,0,0_0_7
8,8,0,0,2394875.85,1,0.999916,9473209.08,,,0.999022,52011.6,1.000041,2169.36,1.0,-5.970001,0,0_0_8
9,9,0,0,3039700.65,-1,1.000969,6248958.45,,,0.999354,6191.0,1.000646,6199.0,1.0,7.970333,0,0_0_9
10,10,0,0,10482752.19,-1,1.001374,8839457.1,,,0.999885,18802.0,1.001321,217098.37,1.0,5.350113,0,0_0_10
11,11,0,0,1506120.2,-1,0.999968,2001112.44,,,0.99984,1174.45,1.000351,2585.11,1.0,2.5594234,0,0_0_11
12,12,0,0,11739945.44,1,0.999794,13597118.7,,,0.999794,33221.0,1.000296,47824.0,1.0,8.399487,0,0_0_12
13,13,0,0,5749286.01,1,0.998995,7039173.61,,,0.999074,12327.73,1.000096,1272.2,1.0,-10.750294,0,0_0_13
14,14,0,0,8899495.49,1,1.000495,39020484.94,,,0.999976,4321.24,1.001013,185388.0,1.0,2.3198128,0,0_0_14
15,15,0,0,4469771.0,1,0.999403,1765835.46,,,0.999334,223339.68,1.000023,7551.44,1.0,1.72019,0,0_0_15
16,16,0,0,472499.39,-1,0.999258,3438806.6,,,0.998948,9879.12,1.000058,549.45,1.0,-8.170009,0,0_0_16
17,17,0,0,12411362.37,-1,1.000966,27288881.25,,,0.999028,12438.0,1.000648,8305.44,1.0,-3.5899878,0,0_0_17
18,18,0,0,516904.04,-1,1.000029,1263451.92,,,0.999847,4271.28,1.000212,5916.24,1.0,-11.439919,0,0_0_18
19,19,0,0,0.0,0,0.999387,2815450.75,,,0.999218,17775.0,1.001298,29567.92,1.0,4.299879,0,0_0_19
20,20,0,0,3301736.03,1,1.000037,2316706.33,,,0.999473,14141.4,1.001254,33730.0,1.0,-4.1800737,0,0_0_20
21,21,0,0,1015153.67,-1,1.000034,1339488.1,,,0.999645,23956.33,1.000034,2311.8,1.0,-11.540055,0,0_0_21
22,22,0,0,5053387.79,1,0.999537,6722747.7,,,0.999767,9467.74,1.000458,18644.34,1.0,8.95977,0,0_0_22
23,23,0,0,732870.72,-1,0.999979,23625226.24,,,0.999979,1868.1,1.000247,22423.2,1.0,2.4402142,0,0_0_23
24,24,0,0,1757293.62,1,0.999866,2669401.39,,,0.99995,5932.5,1.000119,14240.4,1.0,4.489422,0,0_0_24
25,25,0,0,655527.4,1,0.999932,8183205.06,,,0.999853,8227.7,1.000011,633.0,1.0,-2.5600195,0,0_0_25
26,26,0,0,191988.96,-1,0.999583,4406159.91,,,0.999583,356181.55,1.000295,252081.74,1.0,-0.34987926,0,0_0_26
27,27,0,0,1582623.65,-1,1.00007,8129857.98,,,0.999395,16736.19,1.000278,7701.6,1.0,-0.06020069,0,0_0_27
28,28,0,0,2840407.94,-1,1.000358,2014815.32,,,0.999838,12770.38,1.000488,38490.0,1.0,-1.6897917,0,0_0_28
29,29,0,0,19144428.86,1,1.000301,8139187.12,,,0.999951,2399.76,1.002501,122098.41,1.0,4.6396255,0,0_0_29
30,30,0,0,1064576.77,1,0.999934,2659284.99,,,0.999934,14181.6,1.000272,58400.68,1.0,4.4095516,0,0_0_30
31,31,0,0,744025.17,-1,1.000327,936927.24,,,0.999436,56313.18,1.000327,32645.61,1.0,-1.3899803,0,0_0_31
32,32,0,0,3099124.75,1,0.999776,3974331.25,,,0.999776,26068.25,1.000275,32100.0,1.0,7.8105927,0,0_0_32
33,33,0,0,1558261.66,-1,1.000327,2303779.69,,,0.999307,26871.6,1.000255,9880.56,1.0,4.4202805,0,0_0_33
34,34,0,0,13825395.53,1,0.999021,8186506.67,,,0.999055,172791.0,1.000009,1729.56,1.0,-7.7599287,0,0_0_34
35,35,0,0,0.0,0,0.999841,6301295.3,,,0.999676,59482.8,1.000007,1209.4,1.0,0.18954277,0,0_0_35
36,36,0,0,1255662.11,1,0.999922,3284358.5,,,0.999821,9876.0,1.000023,1284.14,1.0,3.540516,0,0_0_36
37,37,0,0,0.0,0,1.000149,11085475.86,,,0.99991,19682.66,1.00034,74365.4,1.0,-0.4297495,0,0_0_37
38,38,0,0,8940183.86,-1,1.000334,10108466.29,,,0.999849,26330.26,1.000455,79368.99,1.0,7.829666,0,0_0_38
39,39,0,0,0.0,0,0.999539,5760193.65,,,0.999539,57147.72,1.000078,9724.25,1.0,-4.6998262,0,0_0_39
40,40,0,0,3338208.46,1,0.99908,2860543.58,,,0.999196,12955.5,1.000005,86.44,1.0,-1.3798475,0,0_0_40
41,41,0,0,12135166.06,-1,1.000148,79556868.1,,,0.999945,4725.12,1.000504,43534.79,1.0,4.9602985,0,0_0_41
42,42,0,0,0.0,0,1.000033,2126585.21,,,0.997965,13766.48,1.000033,222.5,1.0,-10.669827,0,0_0_42
43,43,0,0,721591.26,1,0.999761,1639964.25,,,0.999589,34938.0,1.000047,4019.71,1.0,-3.3402443,0,0_0_43
44,44,0,0,2283895.64,-1,1.000379,8567940.87,,,0.999954,1480.92,1.000805,25832.28,1.0,3.1399727,0,0_0_44
45,45,0,0,38373005.07,1,0.999857,307399082.51,,,0.999928,112796.64,1.000033,51276.6,1.0,-1.4400482,0,0_0_45
46,46,0,0,0.0,0,1.002515,2493080.33,,,0.999927,483.12,1.003487,23272.32,1.0,17.149448,0,0_0_46
47,47,0,0,556838.77,-1,0.99817,1720720.07,,,0.998061,51574.74,1.000345,9198.0,1.0,10.19001,0,0_0_47
48,48,0,0,1226107.26,1,0.999986,4812844.8,,,0.999644,54884.25,1.0002,30845.76,1.0,-7.7599287,0,0_0_48
49,49,0,0,730224.28,-1,1.000226,6666697.23,,,0.999949,23884.96,1.000226,105960.24,1.0,9.260178,0,0_0_49
50,50,0,0,6414367.32,-1,1.000711,4344314.26,,,0.998856,16150.0,1.001144,16187.0,1.0,4.26054,0,0_0_50
51,51,0,0,0.0,0,0.999951,8686308.4,,,0.999951,9681.85,1.00064,126372.0,1.0,6.710291,0,0_0_51
52,52,0,0,1589228.95,-1,1.000204,7052889.31,,,0.999701,12162.48,1.00012,4890.89,1.0,1.0001659,0,0_0_52
53,53,0,0,8426805.55,1,0.999483,12799304.33,,,0.999921,13720.0,1.000067,11526.48,1.0,-6.3198805,0,0_0_53
54,54,0,0,9572278.01,-1,1.00017,8259044.06,,,0.999439,40181.4,1.0001,7180.0,1.0,-3.669858,0,0_0_54
55,55,0,0,2018101.96,-1,0.999816,3915337.85,,,0.999999,164.22,1.000182,25294.5,1.0,-1.2099743,0,0_0_55
56,56,0,0,2088948.39,1,1.000442,5224540.88,,,0.999912,1698.03,1.000972,18887.0,1.0,10.479689,0,0_0_56
57,57,0,0,3621361.02,1,1.000153,9808614.41,,,0.999976,3385.0,1.00036,50117.24,1.0,6.8295,0,0_0_57
58,58,0,0,7666106.56,-1,0.999981,15129795.52,,,0.999582,52554.0,1.000418,52598.0,1.0,-1.2797117,0,0_0_58
59,59,0,0,848718.82,-1,0.99986,4619456.85,,,0.999767,10715.0,1.000233,10720.0,1.0,-3.6001205,0,0_0_59
60,60,0,0,0.0,0,0.999564,5336912.07,,,0.999643,6331.0,1.000314,5575.02,1.0,-1.1098385,0,0_0_60
61,61,0,0,315065.35,-1,0.999619,4611385.55,,,0.999797,7570.8,1.000153,5722.2,1.0,3.130436,0,0_0_61
62,62,0,0,1399586.94,-1,1.000282,2867343.63,,,0.999879,1487.16,1.000807,9923.6,1.0,13.799667,0,0_0_62
63,63,0,0,81977.51,-1,0.999911,2646250.39,,,0.999715,14900.76,1.000107,5615.5,1.0,2.0301342,0,0_0_63
64,64,0,0,3903664.66,1,0.999097,7421189.27,,,0.999118,62380.5,1.000034,2401.45,1.0,-22.730232,0,0_0_64
65,65,0,0,3566816.7,1,1.000047,6176774.32,,,0.999834,58386.42,1.000047,16551.04,1.0,12.619495,0,0_0_65
66,66,0,0,0.0,0,0.999803,3825163.47,,,0.999691,37579.5,1.000082,10025.12,1.0,-5.040169,0,0_0_66
67,67,0,0,7227878.5,1,0.999001,20155805.25,,,0.999001,308833.47,1.000222,68790.0,1.0,-11.969805,0,0_0_67
68,68,0,0,505399.48,1,1.000212,5712168.44,,,0.999947,12108.12,1.0003,68259.6,1.0,4.080534,0,0_0_68
69,70,0,0,0.0,0,1.000211,1714853.06,,,0.999806,370.2,1.000454,864.36,1.0,9.670258,0,0_0_70
70,71,0,0,92823249.75,-1,1.000629,10702379.1,,,0.997709,102075.0,1.000458,20471.25,1.0,-17.859936,0,0_0_71
71,72,0,0,5215739.78,1,0.999672,18371371.17,,,0.999791,9897.84,1.000209,9901.97,1.0,-5.580187,0,0_0_72
72,73,0,0,3352781.84,1,0.999833,2470867.73,,,0.999833,83431.04,1.000239,119626.45,1.0,-2.5600195,0,0_0_73
73,74,0,0,598570.42,-1,1.000497,8940751.81,,,0.999997,700.08,1.000597,123988.5,1.0,3.3605099,0,0_0_74
74,75,0,0,2241328.49,1,1.000083,5715041.98,,,0.999811,15001.14,1.000083,6619.95,1.0,-6.6798925,0,0_0_75
75,76,0,0,0.0,0,1.000219,2217294.57,,,0.999918,10363.6,1.000219,27711.04,1.0,-1.9800663,0,0_0_76
76,77,0,0,13265404.1,1,0.999625,6652267.54,,,0.999776,19859.0,1.00038,33780.7,1.0,0.269413,0,0_0_77
77,80,0,0,152362.22,1,0.999589,790290.0,,,0.998633,17775.0,1.00015,1958.22,1.0,-9.639859,0,0_0_80
78,81,0,0,18379812.98,1,0.999768,5161641.62,,,0.999898,768.0,1.002046,15393.0,1.0,16.690493,0,0_0_81
79,82,0,0,0.0,0,0.99976,780396.29,,,0.99976,10472.0,1.000428,18682.56,1.0,6.530285,0,0_0_82
80,83,0,0,46313133.77,-1,1.000101,76707919.21,,,0.999915,81448.78,1.000101,96534.0,1.0,-1.0800362,0,0_0_83
81,84,0,0,57964194.87,-1,1.0006,57457590.63,,,0.999958,21672.0,1.000582,300886.59,1.0,6.389618,0,0_0_84
82,85,0,0,1637299.09,1,0.99943,1462117.31,,,0.99885,16869.72,1.000939,13800.0,1.0,-18.870235,0,0_0_85
83,86,0,0,208826.02,-1,0.999531,1708961.28,,,0.999455,13218.0,1.000665,16145.48,1.0,30.519962,0,0_0_86
84,87,0,0,403831.67,1,0.999842,3174505.31,,,0.999667,5710.0,1.000017,285.6,1.0,6.970167,0,0_0_87
85,88,0,0,3653746.57,-1,1.0002,27467922.16,,,0.999966,514.45,1.000705,10811.43,1.0,-5.0598383,0,0_0_88
86,89,0,0,0.0,0,1.0001,5649183.28,,,0.999936,3037.0,1.000512,24188.45,1.0,-2.5600195,0,0_0_89
87,90,0,0,638884.54,1,1.000281,3584656.94,,,0.999991,206.69,1.000378,8684.34,1.0,1.5103817,0,0_0_90
88,91,0,0,9686321.19,1,0.999345,9029691.32,,,0.999345,13241.7,1.000364,7364.0,1.0,2.8395653,0,0_0_91
89,92,0,0,0.0,0,0.997666,2502780.82,,,0.99765,41497.95,1.000072,1279.96,1.0,-42.350292,0,0_0_92
90,93,0,0,104769.6,1,1.000231,2829451.77,,,0.999844,12466.93,1.000231,18423.0,1.0,10.509491,0,0_0_93
91,94,0,0,231633.24,-1,0.999203,962419.8,,,0.999154,2444.76,1.000282,815.84,1.0,-10.070205,0,0_0_94
92,95,0,0,28042653.2,-1,1.000553,36623655.16,,,0.999908,21702.0,1.000092,21706.0,1.0,-8.31008,0,0_0_95
93,96,0,0,2634451.94,1,1.000028,16280227.04,,,0.999862,30295.0,1.000028,6060.0,1.0,-5.0002337,0,0_0_96
94,97,0,0,0.0,0,0.99999,3481473.03,,,0.99999,95.91,1.001032,9601.0,1.0,11.299849,0,0_0_97
95,98,0,0,23143.83,1,1.000375,988439.77,,,0.999694,140039.77,1.001055,483973.71,1.0,-2.4700165,0,0_0_98
96,99,0,0,3365706.48,1,0.99936,3893856.98,,,0.999851,43958.46,1.000097,28525.0,1.0,13.680458,0,0_0_99
97,100,0,0,0.0,0,1.000209,80691.87,,,0.999839,4807.78,1.000209,6241.62,1.0,-5.2297115,0,0_0_100
98,101,0,0,139778.86,-1,0.999537,1085206.2,,,0.999146,11510.4,1.001138,15377.8,1.0,8.449554,0,0_0_101
99,103,0,0,0.0,0,1.000528,4239057.43,,,0.999857,5960.25,1.00057,23858.0,1.0,-1.7601252,0,0_0_103
100,104,0,0,3315549.09,1,0.999938,5282946.71,,,0.999938,28116.0,1.000152,69367.6,1.0,-5.210042,0,0_0_104
101,105,0,0,0.0,0,0.999955,10692696.22,,,0.999955,48046.79,1.000113,121818.12,1.0,-1.2797117,0,0_0_105
102,106,0,0,2005221.47,1,0.999655,3888691.87,,,0.999772,13572.24,1.000358,21352.5,1.0,-8.040071,0,0_0_106
103,107,0,0,0.0,0,1.000273,1794725.24,,,0.999733,83337.0,1.000273,85049.64,1.0,0.5400181,0,0_0_107
104,108,0,0,325836.24,-1,0.99947,8929813.05,,,0.999431,30281.16,1.000482,25689.0,1.0,-6.020069,0,0_0_108
105,109,0,0,943461.93,1,1.000028,7398516.54,,,0.999716,118384.8,1.000028,11591.71,1.0,-2.6500225,0,0_0_109
106,110,0,0,10468404.16,1,1.000103,13524666.6,,,0.999964,8969.54,1.000103,25899.51,1.0,-2.040267,0,0_0_110
107,111,0,0,275416.55,-1,0.999939,707195.95,,,0.999528,6563.7,1.00035,4866.0,1.0,-7.2199106,0,0_0_111
108,112,0,0,73535205.56,-1,1.000125,201638818.56,,,0.999988,13833.9,1.000057,64514.09,1.0,-1.4001131,0,0_0_112
109,113,0,0,2948600.59,-1,0.999654,3992267.5,,,0.999629,14490.0,1.000051,2013.35,1.0,-5.1498413,0,0_0_113
110,114,0,0,1078620.65,-1,0.999518,862425.33,,,0.999374,11080.0,1.000673,11926.48,1.0,-2.9802322,0,0_0_114
111,115,0,0,0.0,0,1.000191,12567709.98,,,0.999988,1478.13,1.000414,49292.0,1.0,-5.350113,0,0_0_115
112,116,0,0,1621298.48,-1,0.999978,2269230.18,,,0.999869,4039.86,1.000304,9369.21,1.0,3.399849,0,0_0_116
113,117,0,0,815734.48,-1,1.000208,1023691.4,,,0.999578,255779.16,1.000208,125960.03,1.0,2.6202202,0,0_0_117
114,118,0,0,889640.52,1,1.000422,7898118.36,,,0.998371,4716.06,1.000543,1575.44,1.0,-7.740259,0,0_0_118
115,119,0,0,75882.55,1,1.00059,1832645.52,,,0.999968,3002.45,1.00059,54897.12,1.0,4.169941,0,0_0_119
116,120,0,0,6177142.57,-1,1.000393,3293585.14,,,0.999832,26508.72,1.000113,17748.72,1.0,3.540516,0,0_0_120
117,121,0,0,2554251.66,1,0.999848,27503518.07,,,0.999848,61992.0,1.000138,56532.45,1.0,-2.0200014,0,0_0_121
118,122,0,0,689331.79,-1,0.99989,2896500.27,,,0.99989,78356.4,1.000389,276248.9,1.0,9.529591,0,0_0_122
119,123,0,0,1793378.03,1,0.99996,9057706.18,,,0.99996,22532.4,1.000106,59548.88,1.0,4.1103363,0,0_0_123
120,124,0,0,275887.73,-1,0.999666,2313323.39,,,0.999666,17925.6,1.000207,11094.0,1.0,-8.419752,0,0_0_124
121,125,0,0,3081850.18,-1,1.002753,1796773.07,,,0.998689,14528.97,1.001473,16368.17,1.0,9.089708,0,0_0_125
122,126,0,0,2983745.15,1,0.999567,20568138.41,,,0.999954,13129.61,1.000082,23310.0,1.0,-8.580089,0,0_0_126
123,127,0,0,623714.79,1,0.999563,1666465.54,,,0.999981,716.9,1.000567,21519.6,1.0,5.8305264,0,0_0_127
124,128,0,0,1894634.36,1,0.999649,3370966.09,,,0.999494,29257.96,1.000112,6477.0,1.0,0.6699562,0,0_0_128
125,129,0,0,0.0,0,0.999342,123264.19,,,0.999342,4142.0,1.000066,414.5,1.0,2.1994114,0,0_0_129
126,130,0,0,10033598.75,1,0.999604,15783486.23,,,0.999936,39191.72,1.00002,12023.0,1.0,-5.3298473,0,0_0_130
127,131,0,0,1903085.22,1,0.999776,3585694.41,,,0.999904,3918.5,1.000924,37656.0,1.0,5.9103966,0,0_0_131
128,132,0,0,14114100.48,1,0.998448,10382405.08,,,0.998723,20467.69,1.000102,1632.42,1.0,-17.66026,0,0_0_132
129,133,0,0,1322189.86,1,1.000553,12436693.85,,,0.999936,988.86,1.000381,5935.8,1.0,-2.0200014,0,0_0_133
130,134,0,0,8648995.52,-1,1.000931,3197645.28,,,0.999524,72874.4,1.000227,34814.5,1.0,4.1902065,0,0_0_134
131,136,0,0,1994035.6,1,0.99932,2312524.49,,,0.99944,11817.21,1.001109,23422.05,1.0,-2.8401613,0,0_0_136
132,137,0,0,4378163.68,1,0.999542,6925282.25,,,0.999657,18385.7,1.000003,173.51,1.0,2.219677,0,0_0_137
133,138,0,0,209818.44,-1,0.999881,416148.04,,,0.999881,1350.36,1.000947,10739.3,1.0,-8.050203,0,0_0_138
134,139,0,0,647858.04,-1,0.999667,2875577.61,,,0.999855,21841.91,1.000106,15947.0,1.0,2.7894974,0,0_0_139
135,140,0,0,14333141.75,1,0.999932,34831850.4,,,0.999984,1524.88,1.000194,19065.0,1.0,-1.2099743,0,0_0_140
136,141,0,0,5100570.17,-1,0.999999,42790293.62,,,0.999999,567.96,1.00014,75123.29,1.0,-9.080172,0,0_0_141
137,142,0,0,27645525.02,-1,1.0001,42125430.49,,,0.999687,17427.96,1.000513,28586.09,1.0,-4.119873,0,0_0_142
138,143,0,0,271689.27,-1,0.999148,619334.06,,,0.999832,14142.48,1.000517,43626.08,1.0,-6.880164,0,0_0_143
139,144,0,0,2748838.77,1,0.99988,5477254.78,,,0.99988,9633.78,1.000366,29409.66,1.0,-3.039837,0,0_0_144
140,145,0,0,20105799.39,1,0.999294,1846050.08,,,0.999496,4958.0,1.000504,4963.0,1.0,7.150173,0,0_0_145
141,146,0,0,0.0,0,0.99918,1977593.51,,,0.99918,15232.0,1.000072,1333.99,1.0,0.8404255,0,0_0_146
142,147,0,0,6160750.4,1,0.999073,1799937.4,,,0.999616,53389.0,1.000159,22104.0,1.0,1.5902519,0,0_0_147
143,148,0,0,22030799.39,1,0.999565,5760619.65,,,0.999857,10969.6,1.000732,56062.54,1.0,11.310577,0,0_0_148
144,149,0,0,29810.11,-1,0.999877,3808478.85,,,0.999877,37970.0,1.000141,43487.1,1.0,-1.9901991,0,0_0_149
145,151,0,0,34704184.52,1,0.999195,40069092.52,,,0.999916,63356.49,1.000097,73513.44,1.0,-2.5302172,0,0_0_151
146,152,0,0,7966323.17,1,0.999336,2663321.72,,,0.999365,30475.38,1.000007,342.64,1.0,-24.080276,0,0_0_152
147,154,0,0,0.0,0,0.999856,5146051.61,,,0.999856,18423.92,1.000175,22434.93,1.0,-4.9299,0,0_0_154
148,155,0,0,0.0,0,1.000697,557125.86,,,0.999946,372.96,1.000697,4798.8,1.0,4.3296814,0,0_0_155
149,157,0,0,2659278.18,-1,1.000264,6234251.21,,,0.999705,964.62,1.000295,965.19,1.0,0.87976456,0,0_0_157
150,158,0,0,361655.04,-1,0.999632,1974031.12,,,0.999632,5495.79,1.000423,6322.0,1.0,-23.63026,0,0_0_158
151,159,0,0,255021.42,-1,0.999846,1827264.18,,,0.999846,2398.94,1.000004,63.14,1.0,-6.470084,0,0_0_159
152,160,0,0,8019353.31,1,0.999816,22223311.12,,,0.999816,313725.44,1.000008,14057.1,1.0,-2.580285,0,0_0_160
153,161,0,0,3930109.71,-1,0.999951,3082734.89,,,0.999869,11105.32,1.000366,30917.12,1.0,-4.0000677,0,0_0_161
154,162,0,0,4341371.88,1,0.999548,5721156.42,,,0.999385,44049.6,1.000256,18370.0,1.0,-6.110072,0,0_0_162
155,163,0,0,1148656.08,1,1.000085,60865899.92,,,0.999829,42901.0,1.000085,21456.0,1.0,-2.539754,0,0_0_163
156,164,0,0,4121969.45,-1,1.001156,3767720.62,,,0.999785,4955.5,1.000951,21888.0,1.0,4.899502,0,0_0_164
157,165,0,0,1380749.13,-1,1.000412,1980157.92,,,0.999778,22251.47,1.001046,105019.29,1.0,4.4202805,0,0_0_165
158,166,0,0,3762003.4,-1,1.000098,19533470.26,,,0.999838,46604.64,1.000098,28170.7,1.0,4.9197674,0,0_0_166
159,167,0,0,982796.77,1,1.000108,2317482.28,,,0.999885,9768.58,1.000219,18557.55,1.0,0.9703636,0,0_0_167
160,168,0,0,1791538.62,-1,0.999889,212611427.48,,,0.999871,13293.56,1.000355,36575.0,1.0,0.97990036,0,0_0_168
161,169,0,0,0.0,0,0.99975,5778303.07,,,0.998993,44341.2,1.00021,9249.0,1.0,-11.439919,0,0_0_169
162,170,0,0,2690122.78,-1,1.000083,3470446.39,,,0.999819,16598.01,1.000083,7581.0,1.0,6.029606,0,0_0_170
163,171,0,0,0.0,0,0.999912,15495016.19,,,0.999912,11127.24,1.000494,62472.54,1.0,-3.4600496,0,0_0_171
164,172,0,0,577563.8,1,0.999526,123673.3,,,0.999526,6323.0,1.000474,6329.0,1.0,-17.719864,0,0_0_172
165,173,0,0,469885.32,-1,1.000322,1042340.34,,,0.997893,26650.56,1.00058,7358.32,1.0,-1.4799833,0,0_0_173
166,174,0,0,555429.59,-1,0.999907,1135752.38,,,0.999598,9655.2,1.001141,27452.7,1.0,19.199848,0,0_0_174
167,175,0,0,91329872.47,1,0.999869,101058588.8,,,0.999891,8074.98,1.000616,45791.37,1.0,3.3795834,0,0_0_175
168,176,0,0,8277589.42,-1,1.000392,7780189.37,,,0.999723,36371.2,1.000216,28429.0,1.0,10.509491,0,0_0_176
169,177,0,0,0.0,0,1.000894,918468.72,,,0.998772,34910.82,1.000894,25474.5,1.0,-35.930275,0,0_0_177
170,178,0,0,8287482.92,1,0.999313,10948753.75,,,0.999101,420379.04,1.000081,37773.0,1.0,8.699894,0,0_0_178
171,179,0,0,3030580.88,1,0.999987,99403123.3,,,0.999645,17219.09,1.000043,2109.3,1.0,-11.469722,0,0_0_179
172,180,0,0,1158538.5,1,0.999939,1772703.49,,,0.998429,3034.53,1.000116,225.16,1.0,0.3695488,0,0_0_180
173,181,0,0,574426.0,-1,0.99996,1906202.33,,,0.999304,20943.75,1.000139,4192.25,1.0,0.28967857,0,0_0_181
174,182,0,0,1603181.48,-1,1.000081,1322455.32,,,0.999864,23045.0,1.000081,13830.0,1.0,14.599562,0,0_0_182
175,183,0,0,2819826.96,-1,1.000269,20473204.73,,,0.999993,144.94,1.000683,14504.0,1.0,-4.3797493,0,0_0_183
176,184,0,0,839683.2,-1,1.000358,2041479.78,,,0.999821,11164.0,1.000179,11168.0,1.0,-4.7397614,0,0_0_184
177,185,0,0,1742408.57,-1,1.000925,2687280.86,,,0.99864,53310.0,1.00085,33392.5,1.0,3.0100346,0,0_0_185
178,186,0,0,11618770.12,1,0.999567,8813736.13,,,0.999974,5307.12,1.000109,22116.0,1.0,-3.6799908,0,0_0_186
179,187,0,0,12096459.6,-1,1.000777,7414673.46,,,0.999942,2875.8,1.00029,14384.0,1.0,6.380081,0,0_0_187
180,188,0,0,1216473.42,1,0.999676,2471286.8,,,0.999871,2562.5,1.000261,5178.27,1.0,19.019842,0,0_0_188
181,189,0,0,838014.27,-1,1.000175,3447812.39,,,0.999949,1242.36,1.000738,18117.24,1.0,5.480051,0,0_0_189
182,190,0,0,2027876.63,-1,1.000276,10167944.79,,,0.999942,4080.0,1.001021,72498.1,1.0,6.3705444,0,0_0_190
183,191,0,0,365273465.58,1,0.999169,119955742.96,,,0.999833,39630.64,1.000059,14157.0,1.0,11.940002,0,0_0_191
184,192,0,0,573236.64,1,1.000264,3625341.5,,,0.999577,6946.18,1.000798,13122.0,1.0,-11.5299225,0,0_0_192
185,193,0,0,21340815.46,-1,0.999985,42593903.35,,,0.999837,27072.0,1.000059,9748.08,1.0,-6.4897537,0,0_0_193
186,194,0,0,204354.91,1,1.000368,1404914.52,,,0.99978,13598.0,1.000662,40966.1,1.0,3.9994717,0,0_0_194
187,195,0,0,1966495.44,1,0.999759,10618721.53,,,0.999872,37591.25,1.000098,28752.75,1.0,-0.6902218,0,0_0_195
188,196,0,0,0.0,0,1.000144,4791323.74,,,0.999844,7338.1,1.000144,6806.46,1.0,-0.8100271,0,0_0_196
189,197,0,0,42803.43,-1,0.999836,3111327.21,,,0.999625,21535.36,1.000119,6804.0,1.0,-8.440018,0,0_0_197
190,198,0,0,15249373.9,1,0.999775,26134518.94,,,0.999946,54300.05,1.000117,118264.58,1.0,-0.51021576,0,0_0_198
